           1   7.2382539437126261E-005  -9.2785286321531941E-005
           2   1.4302272369179250E-004  -1.8554207783521307E-004
           3   2.1190461601226944E-004  -2.7824969420949441E-004
           4   2.7901254347173954E-004  -3.7088746155902557E-004
           5   3.4433109897284958E-004  -4.6343471507961486E-004
           6   4.0784514322127961E-004  -5.5587080168217722E-004
           7   4.6953980666810844E-004  -6.4817508262537634E-004
           8   5.2940049142076017E-004  -7.4032693614667225E-004
           9   5.8741287312232015E-004  -8.3230576009147802E-004
          10   6.4356290279901065E-004  -9.2409097454014121E-004
          11   6.9783680867562155E-004  -1.0156620244324518E-003
          12   7.5022109795869240E-004  -1.1069983821893909E-003
          13   8.0070255858725006E-004  -1.1980795503318280E-003
          14   8.4926826095090306E-004  -1.2888850640958753E-003
          15   8.9590555957510555E-004  -1.3793944940446124E-003
          16   9.4060209477339737E-004  -1.4695874486758886E-003
          17   9.8334579426644108E-004  -1.5594435770259168E-003
          18   1.0241248747676704E-003  -1.6489425712683662E-003
          19   1.0629278435353761E-003  -1.7380641693086722E-003
          20   1.0997434998910528E-003  -1.8267881573732689E-003
          21   1.1345609367038379E-003  -1.9150943725934606E-003
          22   1.1673695418408768E-003  -2.0029627055836476E-003
          23   1.1981589995834468E-003  -2.0903731030136171E-003
          24   1.2269192920086878E-003  -2.1773055701746129E-003
          25   1.2536407003367789E-003  -2.2637401735389048E-003
          26   1.2783138062434094E-003  -2.3496570433125686E-003
          27   1.3009294931373961E-003  -2.4350363759811939E-003
          28   1.3214789474033056E-003  -2.5198584368482432E-003
          29   1.3399536596089376E-003  -2.6041035625657691E-003
          30   1.3563454256775309E-003  -2.6877521636572204E-003
          31   1.3706463480245628E-003  -2.7707847270320510E-003
          32   1.3828488366590102E-003  -2.8531818184918496E-003
          33   1.3929456102489469E-003  -2.9349240852277244E-003
          34   1.4009296971513555E-003  -3.0159922583086448E-003
          35   1.4067944364060361E-003  -3.0963671551604861E-003
          36   1.4105334786934977E-003  -3.1760296820354840E-003
          37   1.4121407872567200E-003  -3.2549608364718331E-003
          38   1.4116106387866828E-003  -3.3331417097431579E-003
          39   1.4089376242715577E-003  -3.4105534892975740E-003
          40   1.4041166498094651E-003  -3.4871774611860782E-003
          41   1.3971429373846986E-003  -3.5629950124799956E-003
          42   1.3880120256073295E-003  -3.6379876336772045E-003
          43   1.3767197704161048E-003  -3.7121369210968897E-003
          44   1.3632623457445498E-003  -3.7854245792625398E-003
          45   1.3476362441502032E-003  -3.8578324232729335E-003
          46   1.3298382774069081E-003  -3.9293423811608448E-003
          47   1.3098655770600817E-003  -3.9999364962392137E-003
          48   1.2877155949449037E-003  -4.0695969294345059E-003
          49   1.2633861036673590E-003  -4.1383059616070146E-003
          50   1.2368751970480703E-003  -4.2060459958578418E-003
          51   1.2081812905288701E-003  -4.2727995598222952E-003
          52   1.1773031215420600E-003  -4.3385493079494573E-003
          53   1.1442397498423098E-003  -4.4032780237676563E-003
          54   1.1089905578011497E-003  -4.4669686221356052E-003
          55   1.0715552506640235E-003  -4.5296041514789331E-003
          56   1.0319338567698583E-003  -4.5911677960118859E-003
          57   9.9012672773312856E-004  -4.6516428779439217E-003
          58   9.4613453858837827E-004  -4.7110128596709808E-003
          59   8.9995828789718544E-004  -4.7692613459511561E-003
          60   8.5159929781754816E-004  -4.8263720860645433E-003
          61   8.0105921413566993E-004  -4.8823289759570227E-003
          62   7.4834000626014226E-004  -4.9371160603677230E-003
          63   6.9344396717851498E-004  -4.9907175349399400E-003
          64   6.3637371337624477E-004  -5.0431177483152689E-003
          65   5.7713218471803053E-004  -5.0943012042107168E-003
          66   5.1572264429153867E-004  -5.1442525634785592E-003
          67   4.5214867821352124E-004  -5.1929566461487086E-003
          68   3.8641419539835317E-004  -5.2403984334533690E-003
          69   3.1852342728898569E-004  -5.2865630698337544E-003
          70   2.4848092755035828E-004  -5.3314358649286225E-003
          71   1.7629157172527679E-004  -5.3750022955444312E-003
          72   1.0196055685280075E-004  -5.4172480076068712E-003
          73   2.5493401049158856E-005  -5.4581588180935671E-003
          74  -5.3104056948758208E-005  -5.4977207169477219E-003
          75  -1.3382565827729179E-004  -5.5359198689724958E-003
          76  -2.1666492447725266E-004  -5.5727426157058998E-003
          77  -3.0161505806244795E-004  -5.6081754772759947E-003
          78  -3.8866894312545447E-004  -5.6422051542361837E-003
          79  -4.7781914598056356E-004  -5.6748185293803962E-003
          80  -5.6905791584385343E-004  -5.7060026695379459E-003
          81  -6.6237718555031688E-004  -5.7357448273478735E-003
          82  -7.5776857230797773E-004  -5.7640324430125612E-003
          83  -8.5522337848891686E-004  -5.7908531460304233E-003
          84  -9.5473259245714391E-004  -5.8161947569074848E-003
          85  -1.0562868894332111E-003  -5.8400452888476380E-003
          86  -1.1598766323955177E-003  -5.8623929494213880E-003
          87  -1.2654918730181800E-003  -5.8832261422129169E-003
          88  -1.3731223526453991E-003  -5.9025334684452407E-003
          89  -1.4827575033022266E-003  -5.9203037285833109E-003
          90  -1.5943864487416122E-003  -5.9365259239148593E-003
          91  -1.7079980055276492E-003  -5.9511892581087999E-003
          92  -1.8235806841548959E-003  -5.9642831387510227E-003
          93  -1.9411226902036685E-003  -5.9757971788573947E-003
