0 1.0000770151152936 3.08060461173628e-08 3.08060461173628e-08
1 1.0001539147202414 1.2323329813013457e-07 1.232287696413553e-07
2 1.0002306987982719 2.772952358304674e-07 2.772720378509817e-07
3 1.0003073673370817 4.930050846192189e-07 4.929357035566843e-07
4 1.000383920328638 7.703758153323852e-07 7.702156046966856e-07
5 1.000460357769177 1.1094201440484475e-06 1.1091035641941233e-06
6 1.0005366796592052 1.510150531876635e-06 1.5095873900750163e-06
7 1.0006128860034988 1.972579184726098e-06 1.971650875847077e-06
8 1.0006889768111034 2.496718053055999e-06 2.495273801139379e-06
9 1.0007649520953332 3.0825788316065263e-06 3.080431932602861e-06
10 1.0008408118737708 3.7301729591108336e-06 3.727097025071636e-06
11 1.0009165561682651 4.439511617987908e-06 4.435236822985062e-06
12 1.0009921850049306 5.210605734016384e-06 5.204815062070506e-06
13 1.0010676984141456 6.043465975989313e-06 6.035791471286716e-06
14 1.0011430964305505 6.93810275534989e-06 6.928121775027713e-06
15 1.0012183790930456 7.894526225808165e-06 7.881757695587075e-06
16 1.0012935464447887 8.91274628293874e-06 8.896646955882493e-06
17 1.0013685985331924 9.99277256375948e-06 9.972733282440445e-06
18 1.0014435354099223 1.1134614446291267e-05 1.11099564086408e-05
19 1.001518357130892 1.2338281049098758e-05 1.2308252078221228e-05
20 1.0015930637562624 1.360378123081227e-05 1.3567552049041137e-05
21 1.0016676553504353 1.4931123589630712e-05 1.488778409710499e-05
22 1.0017421319820523 1.6320316462805657e-05 1.6268872020844728e-05
23 1.001816493723989 1.777136792610654e-05 1.771073564566108e-05
24 1.0018907406533513 1.9284285793267073e-05 1.921329082872342e-05
25 1.0019648728514712 2.0859077615412783e-05 2.0776449464028017e-05
26 1.0020388904039015 2.2495750680469846e-05 2.2400119487714247e-05
27 1.0021127934004117 2.4194312012555172e-05 2.4084204883638523e-05
28 1.0021865819349818 2.595476837134776e-05 2.582860568920562e-05
29 1.0022602561057974 2.7777126251441435e-05 2.7633218001456935e-05
30 1.0023338160152446 2.9661391881678908e-05 2.9497933983415492e-05
31 1.0024072617699022 3.160757122446726e-05 3.142264187068714e-05
32 1.002480593480538 3.361566997507492e-05 3.340722597831768e-05
33 1.0025538112621002 3.568569356091005e-05 3.545156670790534e-05
34 1.0026269152337124 3.781764714078057e-05 3.755554055496837e-05
35 1.0026999055186658 4.001153560413567e-05 3.971902011656718e-05
36 1.002772782244413 4.2267363570288994e-05 4.194187409918048e-05
37 1.002845545542559 4.458513538762354e-05 4.422396732683516e-05
38 1.002918195548855 4.6964855132778166e-05 4.656516074948919e-05
39 1.0029907324031913 4.940652660981603e-05 4.8965311451667194e-05
40 1.0030631562495869 5.191015334937472e-05 5.1424272661348016e-05
41 1.0031354672361834 5.447573860779836e-05 5.394189375910387e-05
42 1.0032076655152353 5.710328536625164e-05 5.651802028749034e-05
43 1.003279751243102 5.979279632981576e-05 5.9152493960686914e-05
44 1.0033517245802377 6.254427392656661e-05 6.184515267438712e-05
45 1.0034235856911844 6.535772030663485e-05 6.459583051593792e-05
46 1.0034953347445592 6.823313734124837e-05 6.740435777472759e-05
47 1.003566971913048 7.117052662175679e-05 7.027056095282155e-05
48 1.0036384973733934 7.416988945863857e-05 7.319426277584526e-05
49 1.0037099113063852 7.723122688049004e-05 7.61752822041138e-05
